11.6	9.83	113.10	569.99	407.754	149.76	2.06
11.7	9.63	105.54	563.52	408.598	151.79	1.83
11.8	9.44	96.31	557.08	409.434	153.84	1.60
11.9	9.26	85.57	550.68	410.264	155.91	1.38
12.0	9.07	73.47	544.31	411.087	158.00	1.15
12.1	8.89	60.22	537.98	411.904	160.11	0.92
12.2	8.72	46.02	531.68	412.713	162.24	0.69
12.3	8.54	31.09	525.42	413.517	164.39	0.46
12.4	8.37	15.67	519.21	414.313	166.56	0.23
12.5	8.21	0.00	513.03	415.104	168.75	0.00
12.6	8.05	-15.67	506.90	415.888	170.96	-0.23
12.7	7.89	-31.09	500.80	416.667	173.19	-0.46
12.8	7.73	-46.02	494.75	417.439	175.44	-0.69
12.9	7.58	-60.22	488.74	418.205	177.71	-0.92
13.0	7.43	-73.47	482.78	418.965	180.00	-1.15
13.1	7.28	-85.57	476.86	419.720	182.31	-1.38
13.2	7.14	-96.31	470.98	420.469	184.64	-1.60
13.3	6.99	-105.54	465.16	421.213	186.99	-1.83
13.4	6.86	-113.10	459.37	421.951	189.36	-2.06
13.5	6.72	-118.88	453.64	422.683	191.75	-2.29
13.6	6.59	-122.79	447.95	423.411	194.16	-2.52
13.7	6.46	-124.75	442.31	424.133	196.59	-2.75
13.8	6.33	-124.75	436.71	424.850	199.04	-2.98
13.9	6.20	-122.79	431.17	425.561	201.51	-3.21
14.0	6.08	-118.88	425.67	426.268	204.00	-3.44
14.1	5.96	-113.10	420.22	426.970	206.51	-3.67
14.2	5.84	-105.54	414.82	427.667	209.04	-3.90
14.3	5.73	-96.31	409.47	428.359	211.59	-4.13
14.4	5.61	-85.57	404.17	429.046	214.16	-4.36
14.5	5.50	-73.47	398.92	429.729	216.75	-4.59
14.6	5.39	-60.22	393.72	430.407	219.36	-4.82
14.7	5.29	-46.02	388.56	431.080	221.99	-5.05
14.8	5.18	-31.09	383.46	431.749	224.64	-5.28
14.9	5.08	-15.67	378.41	432.413	227.31	-5.51
15.0	4.98	0.00	373.40	433.073	230.00	-5.74
15.1	4.88	15.67	368.45	433.729	232.71	-5.97
15.2	4.78	31.09	363.55	434.381	235.44	-6.20
15.3	4.69	46.02	358.69	435.028	238.19	-6.43
15.4	4.60	60.22	353.89	435.671	240.96	-6.66
15.5	4.50	73.47	349.13	436.310	243.75	-6.89
15.6	4.42	85.57	344.43	436.945	246.56	-7.12
15.7	4.33	96.31	339.77	437.576	249.39	-7.35
15.8	4.24	105.54	335.16	438.203	252.24	-7.59
15.9	4.16	113.10	330.61	438.826	255.11	-7.82
16.0	4.08	118.88	326.10	439.445	258.00	-8.05
16.1	4.00	122.79	321.64	440.060	260.91	-8.28
16.2	3.92	124.75	317.23	440.672	263.84	-8.51
16.3	3.84	124.75	312.87	441.280	266.79	-8.74
16.4	3.76	122.79	308.55	441.884	269.76	-8.97
16.5	3.69	118.88	304.29	442.485	272.75	-9.21
16.6	3.62	113.10	300.07	443.082	275.76	-9.44
16.7	3.54	105.54	295.90	443.675	278.79	-9.67
16.8	3.47	96.31	291.78	444.265	281.84	-9.90
16.9	3.40	85.57	287.70	444.852	284.91	-10.14
17.0	3.34	73.47	283.67	445.435	288.00	-10.37
17.1	3.27	60.22	279.69	446.014	291.11	-10.60
17.2	3.21	46.02	275.76	446.591	294.24	-10.84
17.3	3.14	31.09	271.87	447.164	297.39	-11.07
17.4	3.08	15.67	268.02	447.734	300.56	-11.30
17.5	3.02	0.00	264.23	448.300	303.75	-11.54
17.6	2.96	-15.67	260.48	448.864	306.96	-11.77
17.7	2.90	-31.09	256.77	449.424	310.19	-12.01
17.8	2.84	-46.02	253.11	449.981	313.44	-12.24
17.9	2.79	-60.22	249.49	450.535	316.71	-12.47
18.0	2.73	-73.47	245.91	451.086	320.00	-12.71
18.1	2.68	-85.57	242.38	451.634	323.31	-12.94
18.2	2.63	-96.31	238.90	452.179	326.64	-13.18
18.3	2.57	-105.54	235.45	452.721	329.99	-13.41
18.4	2.52	-113.10	232.05	453.260	333.36	-13.65
18.5	2.47	-118.88	228.69	453.796	336.75	-13.89
18.6	2.42	-122.79	225.38	454.329	340.16	-14.12
18.7	2.38	-124.75	222.10	454.860	343.59	-14.36
18.8	2.33	-124.75	218.87	455.388	347.04	-14.60
18.9	2.28	-122.79	215.67	455.913	350.51	-14.83
19.0	2.24	-118.88	212.52	456.435	354.00	-15.07
19.1	2.19	-113.10	209.41	456.954	357.51	-15.31
19.2	2.15	-105.54	206.34	457.471	361.04	-15.55
19.3	2.11	-96.31	203.31	457.985	364.59	-15.78
19.4	2.07	-85.57	200.31	458.497	368.16	-16.02
19.5	2.02	-73.47	197.36	459.006	371.75	-16.26
19.6	1.98	-60.22	194.44	459.512	375.36	-16.50
19.7	1.94	-46.02	191.56	460.016	378.99	-16.74
19.8	1.91	-31.09	188.72	460.517	382.64	-16.98
19.9	1.87	-15.67	185.92	461.016	386.31	-17.22
20.0	1.83	0.00	183.16	461.512	390.00	-17.46
20.1	1.80	15.67	180.43	462.006	393.71	-17.70
20.2	1.76	31.09	177.73	462.497	397.44	-17.94
20.3	1.72	46.02	175.08	462.986	401.19	-18.18
20.4	1.69	60.22	172.46	463.473	404.96	-18.42
20.5	1.66	73.47	169.87	463.957	408.75	-18.66
20.6	1.62	85.57	167.32	464.439	412.56	-18.91
20.7	1.59	96.31	164.80	464.919	416.39	-19.15
20.8	1.56	105.54	162.32	465.396	420.24	-19.39
20.9	1.53	113.10	159.87	465.871	424.11	-19.63
21.0	1.50	118.88	157.45	466.344	428.00	-19.88
21.1	1.47	122.79	155.07	466.814	431.91	-20.12
21.2	1.44	124.75	152.72	467.283	435.84	-20.37
21.3	1.41	124.75	150.40	467.749	439.79	-20.61
21.4	1.38	122.79	148.12	468.213	443.76	-20.85
21.5	1.36	118.88	145.86	468.675	447.75	-21.10
21.6	1.33	113.10	143.64	469.135	451.76	-21.35
21.7	1.30	105.54	141.45	469.592	455.79	-21.59
21.8	1.28	96.31	139.28	470.048	459.84	-21.84
21.9	1.25	85.57	137.15	470.502	463.91	-22.09
22.0	1.23	73.47	135.05	470.953	468.00	-22.33
22.1	1.20	60.22	132.98	471.402	472.11	-22.58
22.2	1.18	46.02	130.93	471.850	476.24	-22.83
22.3	1.16	31.09	128.92	472.295	480.39	-23.08
22.4	1.13	15.67	126.93	472.739	484.56	-23.33
22.5	1.11	0.00	124.98	473.180	488.75	-23.58
22.6	1.09	-15.67	123.05	473.620	492.96	-23.83
22.7	1.07	-31.09	121.14	474.057	497.19	-24.08
22.8	1.05	-46.02	119.27	474.493	501.44	-24.33
22.9	1.03	-60.22	117.42	474.927	505.71	-24.58
23.0	1.01	-73.47	115.60	475.359	510.00	-24.83
23.1	0.99	-85.57		475.789	514.31	-25.09
23.2	0.97	-96.31		476.217	518.64	-25.34
23.3	0.95	-105.54		476.644	522.99	-25.59
23.4	0.93	-113.10		477.068	527.36	-25.85
23.5	0.91	-118.88		477.491	531.75	-26.10
23.6	0.89	-122.79		477.912	536.16	-26.36
23.7	0.87	-124.75		478.332	540.59	-26.62
23.8	0.86	-124.75		478.749	545.04	-26.87
23.9	0.84	-122.79		479.165	549.51	-27.13
24.0	0.82	-118.88		479.579	554.00	-27.39
24.1	0.81			479.991		-27.65
24.2	0.79			480.402		-27.90
24.3	0.78			480.811		-28.16
24.4	0.76			481.218		-28.42
24.5	0.74			481.624		-28.69
24.6	0.73			482.028		-28.95
24.7	0.72			482.431		-29.21
24.8	0.70			482.831		-29.47
24.9	0.69			483.231		-29.74
25.0	0.67			483.628		-30.00
